Department,Department Name,Division,Gender,Base Salary,2019 Overtime Pay,Grade
COR,Correction and Rehabilitation,DS Inmate Records,M,66796.72,13499.24,17
COR,Correction and Rehabilitation,DS Inmate Records,F,99265.3,32696.46,23
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,79879,15002.56,C5
COR,Correction and Rehabilitation,PTS Supervision,F,82014.66,111.78,19
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,63278,13497.29,C4
COR,Correction and Rehabilitation,DS MCCF Case Managers Unit 3,M,95236,3883.54,22
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,85277,28187.71,C6
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,77792,14184.28,C4
COR,Correction and Rehabilitation,PTS Pre-Trial Services,F,90848,1409.63,21
COR,Correction and Rehabilitation,PRRS Assessment and Quality Services,M,113118.71,0,26
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,97086.42,32633.02,C1
COR,Correction and Rehabilitation,PRRS Facility and Security,M,95236,11865.27,22
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,85567,27309.56,C5
COR,Correction and Rehabilitation,PRRS Facility and Security,M,84611.49,14254.94,20
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,F,67787,5247.7,C4
COR,Correction and Rehabilitation,DS Intake Classification and Re-Entry Services,F,95236,0,22
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,85567,37586.91,C5
COR,Correction and Rehabilitation,DS Health Services,F,104680,55549.74,24
COR,Correction and Rehabilitation,PTS Intervention Program for Substance Abusers,F,65464,47.56,14
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,77792,6085.64,C4
COR,Correction and Rehabilitation,DS MCCF Case Managers Unit 1,F,109761,0,25
COR,Correction and Rehabilitation,DS Inmate Records,F,62354.52,6997.4,17
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,74566,10804.02,C5
COR,Correction and Rehabilitation,DS Health Services,F,78902,5597.38,18
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,85567,26132.88,C5
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,85567,4194.7,C5
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,97860,32203.75,C6
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,97860,109905.22,C6
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,97860,7592.2,C6
COR,Correction and Rehabilitation,DS Food Services,M,74063.77,10598.29,18
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,85567,241.44,C5
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,85567,52113.84,C5
COR,Correction and Rehabilitation,PTS Supervision,M,107599.57,0,25
COR,Correction and Rehabilitation,DS Health Services,F,109761,0,25
COR,Correction and Rehabilitation,DS MCCF Facilities Maintenance,M,85567,6955.2,C5
COR,Correction and Rehabilitation,DS MCCF Case Managers Unit 1,F,95236,9409.33,22
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,79879,39290.98,C5
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,107648,20098.77,C1
COR,Correction and Rehabilitation,DS Food Services,M,74063.77,15514.55,18
COR,Correction and Rehabilitation,PTS Diversion Services,M,120129.8,0,M3
COR,Correction and Rehabilitation,DS MCCF Case Managers Unit 3,F,95236,1074.72,22
COR,Correction and Rehabilitation,DS MCDC Inmate Property,M,74566,61177.14,C5
COR,Correction and Rehabilitation,DS Food Services,M,69984.54,0,17
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,82673,39914.86,C5
COR,Correction and Rehabilitation,MSD Management Services Division,F,71852,4112.07,16
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,72618,29619.52,C4
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,97860,71368.38,C6
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,85567,9053.57,C5
COR,Correction and Rehabilitation,DS Inmate Records,F,75290,23119.71,17
COR,Correction and Rehabilitation,PRRS Facility and Security,M,79955.28,5540.59,20
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,72042,42874,C5
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,77175,12110.4,C5
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,107648,24284.19,C1
COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,107648,8076.64,C1
COR,Correction and Rehabilitation,PRRS Facility and Security,M,95236,23837.49,22
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,79879,33150.11,C5
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,72042,12847.06,C5
COR,Correction and Rehabilitation,PRRS Facility and Security,M,95236,27816.44,22
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,82673,5244.01,C5
COR,Correction and Rehabilitation,DS Inmate Records,M,62354.52,15552.84,17
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,74566,33463.73,C5
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,F,118414,19608.54,C2
COR,Correction and Rehabilitation,PTS Supervision,F,144751,0,M3
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,107648,26248.24,C1
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,97860,22645.93,C6
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,97860,15149.89,C6
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,85567,50498.99,C5
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,95707,0,C6
COR,Correction and Rehabilitation,PRRS Facility and Security,M,89618.13,14571.36,22
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,F,85567,51812.56,C5
COR,Correction and Rehabilitation,DS Food Services,M,78902,21732.62,18
COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,97860,91244.61,C6
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,85567,97738.05,C5
COR,Correction and Rehabilitation,PRRS Reentry Services and Programs,F,81520.24,333.34,24
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,74566,65298.89,C5
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,F,67787,35071.77,C4
COR,Correction and Rehabilitation,DS Gang Intelligence,M,77792,31741.82,C4
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,85567,28456.04,C5
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,78121,18904.22,C5
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,97860,10930.15,C6
COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,77792,3718.57,C4
COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,83684,0,C5
COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,74566,11230.17,C5
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,F,79879,71334.62,C5
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,94550,37299.37,C6
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,F,77175,0,C5
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,97860,42046.42,C6
COR,Correction and Rehabilitation,DS Food Services,M,66796.38,6887.37,18
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,82392,4072.75,C6
COR,Correction and Rehabilitation,DO Professional Standards Unit,M,97860,41719.45,C6
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,F,85567,50960.53,C5
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,77792,6694.86,C4
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,83684,573.42,C5
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,88263,20828.79,C6
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,72042,36141.95,C5
COR,Correction and Rehabilitation,PRRS Facility and Security,M,64697.27,4080.4,20
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,85567,8133.21,C5
COR,Correction and Rehabilitation,DS Health Services,M,104680,9487.18,24
COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,74566,28172.08,C5
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,79606,9642.36,C6
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,F,77175,32874.24,C5
COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,85567,14967.91,C5
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,97860,64762.62,C6
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,85567,8728.69,C5
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,79879,62330.42,C5
COR,Correction and Rehabilitation,DS Intake Classification and Re-Entry Services,F,108913.61,0,26
COR,Correction and Rehabilitation,PRRS Assessment and Quality Services,F,104680,0,24
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,68075,0,C4
COR,Correction and Rehabilitation,DS Health Services,F,103132.87,58141.67,24
COR,Correction and Rehabilitation,PTS Supervision,F,104680,5315.86,24
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,85567,110148.68,C5
COR,Correction and Rehabilitation,PTS Alternative Community Services,M,76560.23,3808.52,22
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,107648,39785.15,C1
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,67787,24030.14,C4
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,95707,7449.48,C6
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,77175,32567.59,C5
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,85567,84521.48,C5
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,F,77175,42266.32,C5
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,85567,8129.57,C5
COR,Correction and Rehabilitation,PTS Supervision,F,104680,0,24
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,72042,6782.4,C5
COR,Correction and Rehabilitation,PTS Supervision,M,102039.9,3166.74,24
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,85567,8872.28,C5
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,107648,73268.53,C1
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,74566,8932.9,C5
COR,Correction and Rehabilitation,DS Health Services,M,104680,48518.2,24
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,97860,21254.33,C6
COR,Correction and Rehabilitation,PTS Pre-Trial Services,F,65464,380.45,14
COR,Correction and Rehabilitation,PRRS Reentry Services and Programs,M,87647.49,0,19
COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,77175,49588.41,C5
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,82673,22588.73,C5
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,65494,5948.9,C4
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,85567,54163.26,C5
COR,Correction and Rehabilitation,PTS Supervision,F,104680,3308.14,24
COR,Correction and Rehabilitation,PRRS Facility and Security,M,86590.59,2593.67,22
COR,Correction and Rehabilitation,DS Intake Classification and Re-Entry Services,F,82626.17,1960.32,24
COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,72042,9318.7,C5
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,85277,16058.78,C6
COR,Correction and Rehabilitation,DS MCCF Custody and Security,M,107648,32771.04,C1
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,F,85567,63803.38,C5
COR,Correction and Rehabilitation,MSD Training and Staff Development,M,94550,24647.05,C6
COR,Correction and Rehabilitation,PTS Supervision,M,104680,304.29,24
COR,Correction and Rehabilitation,DS Food Services,F,95236,23510.54,22
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,78121,901.44,C5
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,F,107646.45,15364.32,C1
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,82673,14042.61,C5
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,76080,1097.48,C4
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,85567,8359.56,C5
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,F,97860,28919.38,C6
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,74566,41038.48,C5
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,F,107648,6130.29,C1
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,85567,22921.84,C5
COR,Correction and Rehabilitation,PTS Supervision,M,104680,3118.05,24
COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,72042,41568.43,C5
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,75161,32320.78,C4
COR,Correction and Rehabilitation,DS MCCF Case Managers Unit 1,M,95236,1072.4,22
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,77792,37310.84,C4
COR,Correction and Rehabilitation,MSD Information Technology,F,139205.28,0,M3
COR,Correction and Rehabilitation,DS Health Services,F,78902,4126.5,18
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,97860,44360.61,C6
COR,Correction and Rehabilitation,DS Health Services,F,61113,0,13
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,85567,17593.13,C5
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,107648,24754.87,C1
COR,Correction and Rehabilitation,DS Food Services,M,64536.13,18369.18,18
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,97860,14385.67,C6
COR,Correction and Rehabilitation,DS MCDC Intake/Release Operations,F,63413.82,0,16
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,77792,5793.57,C4
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,65494,9314.17,C4
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,72925,3323.2,C5
COR,Correction and Rehabilitation,DS Food Services,M,58206.04,14800.22,18
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,97860,9930.02,C6
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,77175,43338.5,C5
COR,Correction and Rehabilitation,DS MCCF Case Managers Unit 2,F,86796.92,9147.96,24
COR,Correction and Rehabilitation,DS Health Services,F,104680,590.65,24
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,118414,0,C2
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,F,82673,14013.42,C5
COR,Correction and Rehabilitation,PTS Assessment,F,79728.75,483.53,22
COR,Correction and Rehabilitation,DS Inmate Records,M,132849.51,0,25
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,79879,408.72,C5
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,107648,12771,C1
COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,97860,8679.88,C6
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,85567,7439.07,C5
COR,Correction and Rehabilitation,DS MCDC Intake/Release Operations,M,144751,0,M3
COR,Correction and Rehabilitation,DS Food Services,F,74063.77,20510.99,18
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,85567,56730.18,C5
COR,Correction and Rehabilitation,DS Gang Intelligence,M,95707,357.2,C6
COR,Correction and Rehabilitation,DO Professional Standards Unit,M,118414,0,C2
COR,Correction and Rehabilitation,DS Health Services,F,115099,16892.59,26
COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,85567,4678.26,C5
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,97860,15356.95,C6
